﻿"INDEX_KEY","CRTR_YMD","CRTR_WEEK","DWK_NM","CTPV_CD","CTPV_NM","SGG_CD","SGG_NM","TMZN_CD","SEX_DV","AGRDE_CLS","REVISN_LIVE_PUL_CNT"
"LI122200010006LI12220001000627079254","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","8","19998.07057"
"LI122200010006LI12220001000627079255","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","6","MALE","2","19691.86184"
"LI122200010006LI12220001000627079256","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","2","19712.34354"
"LI122200010006LI12220001000627079257","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","8","MALE","13","7599.062231"
"LI122200010006LI12220001000627079258","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","16","MALE","2","20354.6133"
"LI122200010006LI12220001000627079259","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","13","7003.211967"
"LI122200010006LI12220001000627079260","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","15","FEMALE","12","9604.824629"
"LI122200010006LI12220001000627079261","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","7","MALE","14","9932.012784"
"LI122200010006LI12220001000627079262","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","17","MALE","12","9616.189991"
"LI122200010006LI12220001000627079263","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","11","MALE","1","7098.825831"
"LI122200010006LI12220001000627079264","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","14","MALE","8","17294.69796"
"LI122200010006LI12220001000627079265","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","22","MALE","9","16834.70331"
"LI122200010006LI12220001000627079266","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","10","MALE","9","15190.24199"
"LI122200010006LI12220001000627079267","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","23","MALE","10","14799.90557"
"LI122200010006LI12220001000627079268","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","21","MALE","4","9467.466238"
"LI122200010006LI12220001000627079269","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","23","MALE","11","10903.8992"
"LI122200010006LI12220001000627079270","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","7","16207.70573"
"LI122200010006LI12220001000627079271","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","5","MALE","2","19818.59088"
"LI122200010006LI12220001000627079272","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","5","MALE","10","14537.51945"
"LI122200010006LI12220001000627079273","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","15","FEMALE","10","12415.48862"
"LI122200010006LI12220001000627079274","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","1","MALE","8","17323.70025"
"LI122200010006LI12220001000627079275","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","14","MALE","6","11865.44855"
"LI122200010006LI12220001000627079276","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","1","MALE","4","10455.46259"
"LI122200010006LI12220001000627079277","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","1","MALE","12","9918.257496"
"LI122200010006LI12220001000627079278","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","5","9449.421958"
"LI122200010006LI12220001000627079279","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","2","18553.27753"
"LI122200010006LI12220001000627079280","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","12","MALE","5","10413.88332"
"LI122200010006LI12220001000627079281","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","13","6894.182571"
"LI122200010006LI12220001000627079282","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","0","MALE","13","6891.816315"
"LI122200010006LI12220001000627079283","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","13","MALE","4","10213.33065"
"LI122200010006LI12220001000627079284","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","13","6924.865089"
"LI122200010006LI12220001000627079285","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","12","9887.81704"
"LI122200010006LI12220001000627079286","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","11","9839.116293"
"LI122200010006LI12220001000627079287","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","7","MALE","5","10713.58708"
"LI122200010006LI12220001000627079288","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","1","MALE","13","6956.348175"
"LI122200010006LI12220001000627079289","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","22","MALE","11","11092.49614"
"LI122200010006LI12220001000627079290","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","4","MALE","13","6785.943029"
"LI122200010006LI12220001000627079291","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","20","MALE","7","15414.02316"
"LI122200010006LI12220001000627079292","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","8","MALE","1","5809.752237"
"LI122200010006LI12220001000627079293","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","15","FEMALE","4","8188.188475"
"LI122200010006LI12220001000627079294","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","9","15890.60681"
"LI122200010006LI12220001000627079295","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","15","MALE","12","9314.855459"
"LI122200010006LI12220001000627079296","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","6","13049.37879"
"LI122200010006LI12220001000627079297","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","2","19754.6212"
"LI122200010006LI12220001000627079298","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","18","MALE","10","13800.94099"
"LI122200010006LI12220001000627079299","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","12","10375.02091"
"LI122200010006LI12220001000627079300","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","3","17939.76186"
"LI122200010006LI12220001000627079301","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","10","MALE","14","9746.388065"
"LI122200010006LI12220001000627079302","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","15","FEMALE","2","19661.84683"
"LI122200010006LI12220001000627079303","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","1","MALE","4","9175.624047"
"LI122200010006LI12220001000627079304","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","14","MALE","1","3700.66076"
"LI122200010006LI12220001000627079305","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","7","16170.10599"
"LI122200010006LI12220001000627079306","20211203","48","금","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","6","13401.74772"
"LI122200010006LI12220001000627079307","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","3","18428.99592"
"LI122200010006LI12220001000627079308","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","4","8133.448325"
"LI122200010006LI12220001000627079309","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","4","MALE","11","10864.63603"
"LI122200010006LI12220001000627079310","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","21","MALE","8","17334.14082"
"LI122200010006LI12220001000627079311","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","1","MALE","6","12823.8739"
"LI122200010006LI12220001000627079312","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","6","12321.27074"
"LI122200010006LI12220001000627079313","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","9","MALE","14","9755.84511"
"LI122200010006LI12220001000627079314","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","6","MALE","1","6326.94844"
"LI122200010006LI12220001000627079315","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","13","MALE","11","11393.92329"
"LI122200010006LI12220001000627079316","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","3","19035.2525"
"LI122200010006LI12220001000627079317","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","4","7895.257514"
"LI122200010006LI12220001000627079318","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","7","17925.26512"
"LI122200010006LI12220001000627079319","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","12","10191.82903"
"LI122200010006LI12220001000627079320","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","13","MALE","12","10267.77426"
"LI122200010006LI12220001000627079321","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","7","17091.10641"
"LI122200010006LI12220001000627079322","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","23","MALE","7","14876.33235"
"LI122200010006LI12220001000627079323","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","7","MALE","14","9828.297057"
"LI122200010006LI12220001000627079324","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","15","MALE","7","13382.67598"
"LI122200010006LI12220001000627079325","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","14","14073.89723"
"LI122200010006LI12220001000627079326","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","12","MALE","10","15444.43875"
"LI122200010006LI12220001000627079327","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","15","MALE","13","7356.323871"
"LI122200010006LI12220001000627079328","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","16","MALE","13","6849.415831"
"LI122200010006LI12220001000627079329","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","5","9569.038692"
"LI122200010006LI12220001000627079330","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","8","19645.45865"
"LI122200010006LI12220001000627079331","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","8","MALE","11","11503.14099"
"LI122200010006LI12220001000627079332","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","16","MALE","10","14205.98818"
"LI122200010006LI12220001000627079333","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","1","MALE","6","12279.30952"
"LI122200010006LI12220001000627079334","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","12","10279.60751"
"LI122200010006LI12220001000627079335","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","20","MALE","4","10130.43674"
"LI122200010006LI12220001000627079336","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","2","18855.35963"
"LI122200010006LI12220001000627079337","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","12","10435.57074"
"LI122200010006LI12220001000627079338","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","22","MALE","8","18595.40299"
"LI122200010006LI12220001000627079339","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","21","MALE","7","15776.14181"
"LI122200010006LI12220001000627079340","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","11","9948.449772"
"LI122200010006LI12220001000627079341","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","17","MALE","11","10689.24359"
"LI122200010006LI12220001000627079342","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","0","FEMALE","10","12683.42221"
"LI122200010006LI12220001000627079343","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","7","MALE","3","20298.26656"
"LI122200010006LI12220001000627079344","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","9","MALE","7","15398.92228"
"LI122200010006LI12220001000627079345","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","17","MALE","11","10943.32022"
"LI122200010006LI12220001000627079346","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","5","MALE","13","6877.405317"
"LI122200010006LI12220001000627079347","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","8","18157.24594"
"LI122200010006LI12220001000627079348","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","21","MALE","6","12224.76487"
"LI122200010006LI12220001000627079349","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","19","MALE","8","17100.96076"
"LI122200010006LI12220001000627079350","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","10","12781.85823"
"LI122200010006LI12220001000627079351","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","12","MALE","2","19811.86704"
"LI122200010006LI12220001000627079352","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","2","FEMALE","1","6104.904551"
"LI122200010006LI12220001000627079353","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","8","MALE","3","20229.03496"
"LI122200010006LI12220001000627079354","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","5","10291.61997"
"LI122200010006LI12220001000627079355","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","12","10586.02783"
"LI122200010006LI12220001000627079356","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","0","MALE","7","16245.04983"
"LI122200010006LI12220001000627079357","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","22","MALE","3","21999.62016"
"LI122200010006LI12220001000627079358","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","16","FEMALE","9","14345.46596"
"LI122200010006LI12220001000627079359","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","15","FEMALE","6","13014.55669"
"LI122200010006LI12220001000627079360","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","2","MALE","7","16302.32362"
"LI122200010006LI12220001000627079361","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","6","13836.27502"
"LI122200010006LI12220001000627079362","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","13","MALE","6","12460.70583"
"LI122200010006LI12220001000627079363","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","5","FEMALE","7","17888.36355"
"LI122200010006LI12220001000627079364","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","21","MALE","4","10168.82151"
"LI122200010006LI12220001000627079365","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","2","19878.13994"
"LI122200010006LI12220001000627079366","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","10","13414.05907"
"LI122200010006LI12220001000627079367","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","3","19236.60012"
"LI122200010006LI12220001000627079368","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","4","FEMALE","14","13811.05516"
"LI122200010006LI12220001000627079369","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","6","12013.11887"
"LI122200010006LI12220001000627079370","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","2","FEMALE","13","7151.484892"
"LI122200010006LI12220001000627079371","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","19","FEMALE","12","10040.3865"
"LI122200010006LI12220001000627079372","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","13","MALE","14","9717.614082"
"LI122200010006LI12220001000627079373","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","12","MALE","10","15201.55555"
"LI122200010006LI12220001000627079374","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","14","13772.36841"
"LI122200010006LI12220001000627079375","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","7","MALE","1","5918.140594"
"LI122200010006LI12220001000627079376","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","6","12771.21873"
"LI122200010006LI12220001000627079377","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","1","MALE","7","16464.67764"
"LI122200010006LI12220001000627079378","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","10","13165.45298"
"LI122200010006LI12220001000627079379","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","4","7873.339477"
"LI122200010006LI12220001000627079380","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","20","MALE","3","21842.6417"
"LI122200010006LI12220001000627079381","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","3","FEMALE","4","8143.394034"
"LI122200010006LI12220001000627079382","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","18","MALE","2","18530.78227"
"LI122200010006LI12220001000627079383","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","0","MALE","9","16636.43867"
"LI122200010006LI12220001000627079384","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","3","18883.74582"
"LI122200010006LI12220001000627079385","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","23","MALE","8","18276.56262"
"LI122200010006LI12220001000627079386","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","16","MALE","1","6564.245942"
"LI122200010006LI12220001000627079387","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","6","MALE","8","18739.09316"
"LI122200010006LI12220001000627079388","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","8","18984.27103"
"LI122200010006LI12220001000627079389","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","9","15163.97495"
"LI122200010006LI12220001000627079390","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","4","MALE","14","9763.148973"
"LI122200010006LI12220001000627079391","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","9","15300.13127"
"LI122200010006LI12220001000627079392","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","14","13725.3225"
"LI122200010006LI12220001000627079393","20211218","50","토","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","7","16955.58844"
"LI122200010006LI12220001000627079394","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","20","MALE","1","5684.431931"
"LI122200010006LI12220001000627079395","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","13","7200.204241"
"LI122200010006LI12220001000627079396","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","11","9715.55057"
"LI122200010006LI12220001000627079397","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","6","MALE","14","9842.11584"
"LI122200010006LI12220001000627079398","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","2","MALE","6","12784.73878"
"LI122200010006LI12220001000627079399","20211204","48","토","36","세종특별자치시","3611","세종특별자치시","4","MALE","1","6384.169427"
"LI122200010006LI12220001000627079400","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","0","MALE","8","18232.61077"
"LI122200010006LI12220001000627079401","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","9","FEMALE","11","10346.41656"
"LI122200010006LI12220001000627079402","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","12","10353.63445"
"LI122200010006LI12220001000627079403","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","11","9566.604063"
"LI122200010006LI12220001000627079404","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","12","9673.020597"
"LI122200010006LI12220001000627079405","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","14","13804.35717"
"LI122200010006LI12220001000627079406","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","12","FEMALE","12","9983.26825"
"LI122200010006LI12220001000627079407","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","2","16855.93936"
"LI122200010006LI12220001000627079408","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","15","FEMALE","7","17063.49315"
"LI122200010006LI12220001000627079409","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","18","MALE","12","9503.582574"
"LI122200010006LI12220001000627079410","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","15","MALE","6","12323.75081"
"LI122200010006LI12220001000627079411","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","16","MALE","2","20461.88185"
"LI122200010006LI12220001000627079412","20211210","49","금","36","세종특별자치시","3611","세종특별자치시","6","MALE","2","19878.44405"
"LI122200010006LI12220001000627079413","20211213","50","월","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","14","13797.94055"
"LI122200010006LI12220001000627079414","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","5","10382.99675"
"LI122200010006LI12220001000627079415","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","12","9868.499875"
"LI122200010006LI12220001000627079416","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","6","13606.79743"
"LI122200010006LI12220001000627079417","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","14","MALE","3","21095.61862"
"LI122200010006LI12220001000627079418","20211223","51","목","36","세종특별자치시","3611","세종특별자치시","16","MALE","5","11504.16407"
"LI122200010006LI12220001000627079419","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","15","FEMALE","1","6915.713185"
"LI122200010006LI12220001000627079420","20211214","50","화","36","세종특별자치시","3611","세종특별자치시","8","MALE","2","20018.68545"
"LI122200010006LI12220001000627079421","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","12","MALE","13","7286.804946"
"LI122200010006LI12220001000627079422","20211212","49","일","36","세종특별자치시","3611","세종특별자치시","1","MALE","10","14004.40614"
"LI122200010006LI12220001000627079423","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","1","MALE","3","20313.67353"
"LI122200010006LI12220001000627079424","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","1","MALE","3","20507.903"
"LI122200010006LI12220001000627079425","20211231","52","금","36","세종특별자치시","3611","세종특별자치시","17","FEMALE","7","15676.81161"
"LI122200010006LI12220001000627079426","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","19","MALE","3","21852.80484"
"LI122200010006LI12220001000627079427","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","17","MALE","4","10471.98383"
"LI122200010006LI12220001000627079428","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","16","MALE","7","14701.57994"
"LI122200010006LI12220001000627079429","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","8","MALE","9","16798.49953"
"LI122200010006LI12220001000627079430","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","7","MALE","9","16961.21451"
"LI122200010006LI12220001000627079431","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","20","MALE","14","9602.749845"
"LI122200010006LI12220001000627079432","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","13","6938.715261"
"LI122200010006LI12220001000627079433","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","3","17817.89743"
"LI122200010006LI12220001000627079434","20211201","48","수","36","세종특별자치시","3611","세종특별자치시","2","MALE","5","10621.75095"
"LI122200010006LI12220001000627079435","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","6","MALE","6","12552.50898"
"LI122200010006LI12220001000627079436","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","8","20079.35468"
"LI122200010006LI12220001000627079437","20211222","51","수","36","세종특별자치시","3611","세종특별자치시","10","MALE","6","12138.82002"
"LI122200010006LI12220001000627079438","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","8","19548.41821"
"LI122200010006LI12220001000627079439","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","7","FEMALE","5","9700.925106"
"LI122200010006LI12220001000627079440","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","1","6518.194933"
"LI122200010006LI12220001000627079441","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","13","7077.36262"
"LI122200010006LI12220001000627079442","20211215","50","수","36","세종특별자치시","3611","세종특별자치시","2","MALE","6","12808.18274"
"LI122200010006LI12220001000627079443","20211226","51","일","36","세종특별자치시","3611","세종특별자치시","19","MALE","3","20919.45264"
"LI122200010006LI12220001000627079444","20211208","49","수","36","세종특별자치시","3611","세종특별자치시","8","MALE","12","10662.23344"
"LI122200010006LI12220001000627079445","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","12","10145.89909"
"LI122200010006LI12220001000627079446","20211211","49","토","36","세종특별자치시","3611","세종특별자치시","6","MALE","12","10138.71407"
"LI122200010006LI12220001000627079447","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","18","FEMALE","10","12751.33606"
"LI122200010006LI12220001000627079448","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","20","MALE","9","17202.34007"
"LI122200010006LI12220001000627079449","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","5","MALE","13","6963.120271"
"LI122200010006LI12220001000627079450","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","8","MALE","9","15765.31916"
"LI122200010006LI12220001000627079451","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","22","FEMALE","9","16001.77135"
"LI122200010006LI12220001000627079452","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","7","MALE","2","19676.10519"
"LI122200010006LI12220001000627079453","20211221","51","화","36","세종특별자치시","3611","세종특별자치시","11","MALE","3","19462.7257"
"LI122200010006LI12220001000627079454","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","6","FEMALE","4","8717.468136"
"LI122200010006LI12220001000627079455","20211219","50","일","36","세종특별자치시","3611","세종특별자치시","2","FEMALE","11","9637.960273"
"LI122200010006LI12220001000627079456","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","19","MALE","14","9710.875877"
"LI122200010006LI12220001000627079457","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","15","MALE","4","10113.64426"
"LI122200010006LI12220001000627079458","20211229","52","수","36","세종특별자치시","3611","세종특별자치시","18","MALE","8","16710.68284"
"LI122200010006LI12220001000627079459","20211227","52","월","36","세종특별자치시","3611","세종특별자치시","15","FEMALE","11","9830.716545"
"LI122200010006LI12220001000627079460","20211216","50","목","36","세종특별자치시","3611","세종특별자치시","23","FEMALE","6","13535.48242"
"LI122200010006LI12220001000627079461","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","6","MALE","2","19484.48953"
"LI122200010006LI12220001000627079462","20211207","49","화","36","세종특별자치시","3611","세종특별자치시","20","FEMALE","7","17699.83"
"LI122200010006LI12220001000627079463","20211225","51","토","36","세종특별자치시","3611","세종특별자치시","13","FEMALE","13","6740.874287"
"LI122200010006LI12220001000627079464","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","1","MALE","11","10745.67287"
"LI122200010006LI12220001000627079465","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","8","FEMALE","4","9407.969921"
"LI122200010006LI12220001000627079466","20211202","48","목","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","11","9858.740315"
"LI122200010006LI12220001000627079467","20211230","52","목","36","세종특별자치시","3611","세종특별자치시","9","MALE","12","10506.42709"
"LI122200010006LI12220001000627079468","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","8","MALE","3","20264.81187"
"LI122200010006LI12220001000627079469","20211217","50","금","36","세종특별자치시","3611","세종특별자치시","14","FEMALE","14","14105.20464"
"LI122200010006LI12220001000627079470","20211224","51","금","36","세종특별자치시","3611","세종특별자치시","7","MALE","13","7524.424977"
"LI122200010006LI12220001000627079471","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","11","FEMALE","9","15362.75749"
"LI122200010006LI12220001000627079472","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","10","FEMALE","6","13052.87947"
"LI122200010006LI12220001000627079473","20211209","49","목","36","세종특별자치시","3611","세종특별자치시","15","FEMALE","2","20463.88819"
"LI122200010006LI12220001000627079474","20211220","51","월","36","세종특별자치시","3611","세종특별자치시","12","MALE","8","17733.6071"
"LI122200010006LI12220001000627079475","20211205","48","일","36","세종특별자치시","3611","세종특별자치시","1","FEMALE","7","16203.577"
"LI122200010006LI12220001000627079476","20211206","49","월","36","세종특별자치시","3611","세종특별자치시","15","MALE","1","6568.634486"
"LI122200010006LI12220001000627079477","20211228","52","화","36","세종특별자치시","3611","세종특별자치시","21","FEMALE","3","20501.95677"
